,Name,Latitude,Longitude,Category
156,Palo Alto Festival Of The Arts,37.447058412182294,-122.16039922035714,Event
157,Salt & Straw,37.44543114257179,-122.1619402610469,Food
158,The Wine Room,37.445036967623494,-122.16184334443031,Nightlife Spot
159,Heritage Park,37.44407499290397,-122.15702836704946,Outdoors & Recreation
160,HanaHaus,37.4474169565206,-122.15938000959267,Professional & Other Places
161,345 Staller Court,37.44492721557617,-122.15878295898438,Residence
162,Whole Foods Market,37.44229331923835,-122.15938232921847,Shop & Service
163,Nobu Hotel Epiphany,37.4436,-122.16152,Travel & Transport
164,Varsity Theater,37.447704,-122.159626,Arts & Entertainment
165,Lucile Packard Foundation for Children's Health,37.446495056152344,-122.1585464477539,College & University
166,Palo Alto Festival Of The Arts,37.447058412182294,-122.16039922035714,Event
167,tōno coffee project,37.447421,-122.161973,Food
168,Salvaje,37.447747,-122.161925,Nightlife Spot
169,Heritage Park,37.44407499290397,-122.15702836704946,Outdoors & Recreation
170,HanaHaus,37.4474169565206,-122.15938000959267,Professional & Other Places
171,345 Staller Court,37.44492721557617,-122.15878295898438,Residence
172,Whole Foods Market,37.44229331923835,-122.15938232921847,Shop & Service
173,Nobu Hotel Epiphany,37.4436,-122.16152,Travel & Transport
174,Bryant Street Gallery,37.446094195461114,-122.16116430065128,Arts & Entertainment
175,717 Dolores,37.44449797168705,-122.16297164264242,College & University
176,Shake Shack,37.44356126703557,-122.16854833708277,Food
177,Salvaje,37.447747,-122.161925,Nightlife Spot
178,El Palo Alto Park,37.446961704896786,-122.16997896376368,Outdoors & Recreation
179,Parking Garage 1,37.44311263606131,-122.17115492351459,Professional & Other Places
180,Hawthorne Gardens,37.44774,-122.166235,Residence
181,Bloomingdale's,37.4437923,-122.1697333,Shop & Service
182,Nobu Hotel Epiphany,37.4436,-122.16152,Travel & Transport
183,Greer Skate Park,37.4407407219628,-122.11645960807799,Outdoors & Recreation
184,Palo Alto Animal Services,37.437776420012966,-122.10992560172106,Professional & Other Places
185,Chunk Spitz's,37.437070866666666,-122.11173045,Residence
186,Palo Alto MSC - CNG Filling Station,37.43832015991211,-122.1112289428711,Shop & Service
187,Yellow Smart Cab,37.440392,-122.114177,Travel & Transport
188,metroMulberries,37.441669,-122.119699,Food
189,Greer Park,37.442563660576084,-122.11906671524048,Outdoors & Recreation
190,Bioinspire Technologies,37.43917465209961,-122.11325073242188,Professional & Other Places
191,Parker Palo Alto,37.44367954968237,-122.12020933628082,Residence
192,Renewal Massage,37.44113999472858,-122.12048554287445,Shop & Service
193,Yellow Smart Cab,37.440392,-122.114177,Travel & Transport
194,Sydney's Hole Of Koolness,37.436398,-122.121274,Arts & Entertainment
195,PPA206 Insanity,37.44384,-122.121284,College & University
196,Autumn and Michelle Catering,37.441976000000004,-122.122216,Food
197,Sydney's Nook,37.436550413596194,-122.12140065084111,Nightlife Spot
198,Greer Park,37.442563660576084,-122.11906671524048,Outdoors & Recreation
199,Palo Alto Buddhist Temple,37.43818750876788,-122.12344914634562,Professional & Other Places
200,Parker Palo Alto,37.44367954968237,-122.12020933628082,Residence
201,Renewal Massage,37.44113999472858,-122.12048554287445,Shop & Service
202,Louis Road,37.438519,-122.125044,Travel & Transport
203,Chillarium X,37.437258,-122.12703,Arts & Entertainment
204,Autumn and Michelle Catering,37.441976000000004,-122.122216,Food
205,Ellas,37.43720245361328,-122.1286392211914,Nightlife Spot
206,Pacific Coast Kids at Ohlone Elementary,37.439259205145774,-122.12286480746351,Outdoors & Recreation
207,Stratford School - Palo Alto,37.4407664,-122.1316687,Professional & Other Places
208,King Roofing,37.44186515663609,-122.13026762008667,Shop & Service
209,Louis Road,37.438519,-122.125044,Travel & Transport
210,Helen's Bridge Club,37.437718,-122.127912,Arts & Entertainment
211,Ellas,37.43720245361328,-122.1286392211914,Nightlife Spot
212,Jordan Middle School Dog Park,37.4427853325153,-122.13374553126775,Outdoors & Recreation
213,Stratford School - Palo Alto,37.4407664,-122.1316687,Professional & Other Places
214,King Roofing,37.44186515663609,-122.13026762008667,Shop & Service
215,Oregon Expressway,37.43847404490761,-122.12997455851546,Travel & Transport
216,Palo Alto Art Center,37.44389190579643,-122.13886386137094,Arts & Entertainment
217,Sophie's Winery,37.443272,-122.13302,Nightlife Spot
218,Jordan Middle School Dog Park,37.4427853325153,-122.13374553126775,Outdoors & Recreation
219,Stratford School - Palo Alto,37.4407664,-122.1316687,Professional & Other Places
220,Credit Repair Palo Alto,37.44035525846049,-122.1398115903139,Shop & Service
221,Fulton st.,37.44080367335215,-122.13818734629417,Travel & Transport
222,"Chi Theta Chi, Stanford University",37.44188,-122.14302,Arts & Entertainment
223,MrTest Prep,37.44227403778252,-122.14169383049011,College & University
224,Stanford Nordstrom Espresso Bar,37.44189986910167,-122.14367697726651,Food
225,City of Palo Alto,37.44206,-122.143005,Outdoors & Recreation
226,Kleiner House,37.441775,-122.136983,Professional & Other Places
227,Credit Repair Palo Alto,37.44035525846049,-122.1398115903139,Shop & Service
228,Embarcadero & Middlefield Road,37.442104,-122.14319,Travel & Transport
229,Palo Alto Children's Theater,37.444744313847714,-122.14581906795502,Arts & Entertainment
230,Lucie Stern Community Theatre,37.44446064444892,-122.14544300180205,College & University
231,Stanford Nordstrom Espresso Bar,37.44189986910167,-122.14367697726651,Food
232,Palo Alto Club,37.443078,-122.14827,Nightlife Spot
233,City of Palo Alto,37.44206,-122.143005,Outdoors & Recreation
234,8th Wall HQ,37.43874849864215,-122.14895759126844,Professional & Other Places
235,Quil Protection,37.440449974051546,-122.14667911827972,Shop & Service
236,Bryant Street Bike Gateway,37.43657864536229,-122.14600023798924,Travel & Transport
237,HP Garage,37.442889012239974,-122.15457663856577,Arts & Entertainment
238,Ithaka,37.438688,-122.153889,College & University
239,SOS Fine Foods,37.441142,-122.156732,Food
240,Orison Ministries,37.443517,-122.154104,Nightlife Spot
241,Gamble Garden,37.44001020727713,-122.14822373267052,Outdoors & Recreation
242,8th Wall HQ,37.43874849864215,-122.14895759126844,Professional & Other Places
243,Palo Alto Sub-Acute and Rehabilitation Center,37.442833,-122.155945,Residence
244,1185 Design,37.44131993841734,-122.15681866884225,Shop & Service
245,Stanford Football Caltrain Station,37.438458992961365,-122.15644914695764,Travel & Transport
246,HP Garage,37.442889012239974,-122.15457663856577,Arts & Entertainment
247,Paly Robotics Lab,37.43635782099267,-122.1554160118103,College & University
248,Boba Guys,37.43847553201563,-122.1591222887795,Food
249,World Wildlife Fund,37.443065000000004,-122.160675,Nightlife Spot
250,Heritage Park,37.44407499290397,-122.15702836704946,Outdoors & Recreation
251,Palo Alto Medical Foundation,37.4399544061128,-122.16150704492999,Professional & Other Places
252,The Weatherly,37.444046,-122.157762,Residence
253,Town & Country Village,37.4383906081207,-122.15921832487918,Shop & Service
254,Homer Ave Ped/Bike Tunnel,37.440963,-122.160408,Travel & Transport
255,Pacific Art League,37.44372,-122.160023,Arts & Entertainment
256,The Stutors,37.44004440307617,-122.15807342529297,College & University
257,Boba Guys,37.43847553201563,-122.1591222887795,Food
258,Reposado,37.44421910996429,-122.16111782008478,Nightlife Spot
259,King Plaza,37.444400787353516,-122.16004180908203,Outdoors & Recreation
260,Palo Alto Medical Foundation,37.4399544061128,-122.16150704492999,Professional & Other Places
261,Eden Housing,37.44105,-122.159687,Residence
262,Town & Country Village,37.4383906081207,-122.15921832487918,Shop & Service
263,Nobu Hotel Epiphany,37.4436,-122.16152,Travel & Transport
264,Randy Moravec Design,37.443734,-122.1633,Arts & Entertainment
265,Garden Café,37.43859402703046,-122.17058658599854,College & University
266,Shake Shack,37.44356126703557,-122.16854833708277,Food
267,Cardinal Club Lounge,37.441331232327705,-122.16351921839666,Nightlife Spot
268,Barry's Bootcamp,37.44239549047538,-122.17103679558315,Outdoors & Recreation
269,Palo Alto Medical Foundation,37.4399544061128,-122.16150704492999,Professional & Other Places
270,The GG Hole,37.443391999999996,-122.16340600000001,Residence
271,Bloomingdale's,37.4437923,-122.1697333,Shop & Service
272,The Clement,37.440224,-122.162747,Travel & Transport
273,Bliss in the Moment Sculpture,37.43291577423711,-122.10702424134922,Arts & Entertainment
274,Adobe Creek Trail Loop,37.43545070874315,-122.10847163850389,Outdoors & Recreation
275,Palo Alto Animal Services,37.437776420012966,-122.10992560172106,Professional & Other Places
276,Chunk Spitz's,37.437070866666666,-122.11173045,Residence
277,Palo Alto MSC - CNG Filling Station,37.43832015991211,-122.1112289428711,Shop & Service
278,Greer Road,37.434614,-122.112706,Travel & Transport
279,Sydney's Hole Of Koolness,37.436398,-122.121274,Arts & Entertainment
280,Sudie's,37.4345215,-122.121372,Nightlife Spot
281,Henry W. Seale Park,37.43531687362685,-122.11838353825569,Outdoors & Recreation
282,Palo Alto Friends Meetinghouse,37.437950134277344,-122.1203384399414,Professional & Other Places
283,Chunk Spitz's,37.437070866666666,-122.11173045,Residence
284,Carmel Stone Imports,37.4384,-122.11337,Shop & Service
285,Louis & Loma Varde,37.433109,-122.116492,Travel & Transport
286,Sydney's Hole Of Koolness,37.436398,-122.121274,Arts & Entertainment
287,The Cantina,37.43141,-122.120352,Food
288,Sudie's,37.4345215,-122.121372,Nightlife Spot
289,"Midtown, Palo Alto",37.43410492388398,-122.12626445822248,Outdoors & Recreation
290,Palo Alto Buddhist Temple,37.43818750876788,-122.12344914634562,Professional & Other Places
291,Louis Road,37.438519,-122.125044,Travel & Transport
292,Victoria Ballet,37.43270733729091,-122.12899088859557,Arts & Entertainment
293,Kindful Kids,37.43227284546061,-122.1298599243164,College & University
294,Teaspoon,37.43408166959847,-122.12944354349673,Food
295,Ellas,37.43720245361328,-122.1286392211914,Nightlife Spot
296,"Midtown, Palo Alto",37.43410492388398,-122.12626445822248,Outdoors & Recreation
297,Palo Alto Buddhist Temple,37.43818750876788,-122.12344914634562,Professional & Other Places
298,Southwood Apartments,37.43171,-122.1276,Residence
299,Midtown Shopping Center,37.43402357655992,-122.12921619415283,Shop & Service
300,The UPS Store,37.4341415,-122.1299058,Travel & Transport
301,Victoria Ballet,37.43270733729091,-122.12899088859557,Arts & Entertainment
302,Kindful Kids,37.43227284546061,-122.1298599243164,College & University
303,Teaspoon,37.43408166959847,-122.12944354349673,Food
304,Ellas,37.43720245361328,-122.1286392211914,Nightlife Spot
305,"Midtown, Palo Alto",37.43410492388398,-122.12626445822248,Outdoors & Recreation
306,Jordan Middle School,37.438766257092084,-122.1342390753021,Professional & Other Places
307,Midtown Shopping Center,37.43402357655992,-122.12921619415283,Shop & Service
308,The UPS Store,37.4341415,-122.1299058,Travel & Transport
309,Tandoori Oven,37.433357,-122.13941899999999,Food
310,T&A Dugout,37.433992,-122.134052,Nightlife Spot
311,Performance Science Training Institute,37.438346,-122.13441399999999,Outdoors & Recreation
312,Jordan Middle School,37.438766257092084,-122.1342390753021,Professional & Other Places
313,Oregon Window,37.435550689697266,-122.13375091552734,Shop & Service
314,Middlefield & Oregon,37.43568,-122.132968,Travel & Transport
315,Etherington Nine,37.433411,-122.143221,Arts & Entertainment
316,Tandoori Oven,37.433357,-122.13941899999999,Food
317,The Well's Estate,37.431302,-122.142416,Nightlife Spot
318,Old Palo Alto,37.436123547922016,-122.14299201965332,Outdoors & Recreation
319,RGI,37.437531,-122.138624,Professional & Other Places
320,Clarke Walking,37.43308639526367,-122.14510345458984,Shop & Service
321,Bryant Street Bike Gateway,37.43657864536229,-122.14600023798924,Travel & Transport
322,Etherington Nine,37.433411,-122.143221,Arts & Entertainment
323,Schmo University - Palo Alto Campus,37.439778999999994,-122.14648700000001,College & University
324,Happy House,37.43619356289474,-122.15178892008295,Food
325,Foley's Sport & Social Club,37.433647,-122.144625,Nightlife Spot
326,Palo Alto Lawn Bowling,37.43791342858821,-122.1489599963563,Outdoors & Recreation
327,8th Wall HQ,37.43874849864215,-122.14895759126844,Professional & Other Places
328,ClickUp,37.435823,-122.147853,Shop & Service
329,Bryant Street Bike Gateway,37.43657864536229,-122.14600023798924,Travel & Transport
330,The Sharp Theater,37.43704175587062,-122.15654047164193,Arts & Entertainment
331,Ray Field,37.43538368454653,-122.15317504196327,College & University
332,Happy House,37.43619356289474,-122.15178892008295,Food
333,Palo Alto Lawn Bowling,37.43791342858821,-122.1489599963563,Outdoors & Recreation
334,8th Wall HQ,37.43874849864215,-122.14895759126844,Professional & Other Places
335,"Seung K Kim, MD",37.43264145170693,-122.15413616871717,Shop & Service
336,Bryant Street,37.43628787465409,-122.14664902446376,Travel & Transport
337,Stanford Stadium,37.43472641329173,-122.1610164642334,Arts & Entertainment
338,Ray Field,37.43538368454653,-122.15317504196327,College & University
339,Boba Guys,37.43847553201563,-122.1591222887795,Food
340,Dufftopia,37.43969,-122.155359,Nightlife Spot
341,The Bar Method,37.439107,-122.158481,Outdoors & Recreation
342,Palo Alto High School,37.43593322316626,-122.15522646960552,Professional & Other Places
343,Ahmed Faraz,37.439275524156905,-122.15639233589174,Residence
344,Town & Country Village,37.4383906081207,-122.15921832487918,Shop & Service
345,The UPS Store,37.4386248,-122.1603499,Travel & Transport
346,Stanford Stadium,37.43472641329173,-122.1610164642334,Arts & Entertainment
347,Cobb Track & Angell Field,37.432206430627026,-122.1629881145168,College & University
348,Boba Guys,37.43847553201563,-122.1591222887795,Food
349,The Lunch Table,37.435916,-122.157617,Nightlife Spot
350,The Bar Method,37.439107,-122.158481,Outdoors & Recreation
351,Stanford Parking,37.43264770130668,-122.16307640075682,Professional & Other Places
352,Society,37.438512,-122.160372,Residence
353,Town & Country Village,37.4383906081207,-122.15921832487918,Shop & Service
354,The UPS Store,37.4386248,-122.1603499,Travel & Transport
355,Iris & B. Gerald Cantor Center for Visual Arts,37.43298084888483,-122.17062424607006,Arts & Entertainment
356,Cobb Track & Angell Field,37.432206430627026,-122.1629881145168,College & University
357,Null Island,37.431572,-122.164701,Food
358,Rodin Sculpture Garden,37.432362430492475,-122.17067044541001,Outdoors & Recreation
359,Stanford Parking,37.43264770130668,-122.16307640075682,Professional & Other Places
360,chargepoint,37.432045,-122.163385,Shop & Service
361,Palm Drive,37.43835212873797,-122.16724039735396,Travel & Transport
362,Bliss in the Moment Sculpture,37.43291577423711,-122.10702424134922,Arts & Entertainment
363,Institute of Transpersonal Psychology,37.430285,-122.108723,College & University
364,Palo Alto Family YMCA,37.428472638217094,-122.11649728545127,Outdoors & Recreation
365,Palo Verde Elementary School,37.43087087737515,-122.11436243924807,Professional & Other Places
366,"Stangenes Industries, Inc.",37.431596,-122.109495,Shop & Service
367,Louis & Aspen,37.429451,-122.110613,Travel & Transport
368,Led Kaapana,37.426816,-122.118145,Arts & Entertainment
369,Kids Music Class,37.42677383,-122.11799528,College & University
370,The Cantina,37.43141,-122.120352,Food
371,Silly Billy USA 2,37.426549,-122.115099,Nightlife Spot
372,Palo Alto Family YMCA,37.428472638217094,-122.11649728545127,Outdoors & Recreation
373,Palo Verde Elementary School,37.43087087737515,-122.11436243924807,Professional & Other Places
374,Elaine's of Palo Alto,37.427268981933594,-122.11998748779297,Shop & Service
375,Louis & Loma Varde,37.433109,-122.116492,Travel & Transport
376,Led Kaapana,37.426816,-122.118145,Arts & Entertainment
377,Philz Coffee,37.429591784750315,-122.12277607609215,Food
378,Sudie's,37.4345215,-122.121372,Nightlife Spot
379,Palo Alto Family YMCA,37.428472638217094,-122.11649728545127,Outdoors & Recreation
380,Midtown Veterinary Hospital,37.43095397949219,-122.1248779296875,Professional & Other Places
381,Wellsbury Apt Homes,37.43074636311262,-122.12414708461485,Residence
382,Palo Alto Fine Wine & Spirits,37.42977246233614,-122.12321680518245,Shop & Service
383,Loma Verde Avenue,37.43015998649174,-122.12084770202635,Travel & Transport
384,Victoria Ballet,37.43270733729091,-122.12899088859557,Arts & Entertainment
385,Kindful Kids,37.43227284546061,-122.1298599243164,College & University
386,Philz Coffee,37.429591784750315,-122.12277607609215,Food
387,Champion HQ,37.43223346222994,-122.13037384422049,Nightlife Spot
388,"Midtown, Palo Alto",37.43410492388398,-122.12626445822248,Outdoors & Recreation
389,Midtown Veterinary Hospital,37.43095397949219,-122.1248779296875,Professional & Other Places
390,Southwood Apartments,37.43171,-122.1276,Residence
391,Midtown Shopping Center,37.43402357655992,-122.12921619415283,Shop & Service
392,Loma Verde Avenue,37.43015998649174,-122.12084770202635,Travel & Transport
393,Victoria Ballet,37.43270733729091,-122.12899088859557,Arts & Entertainment
394,Kindful Kids,37.43227284546061,-122.1298599243164,College & University
395,Teaspoon,37.43408166959847,-122.12944354349673,Food
396,Parents house,37.42835102533999,-122.13247565280653,Nightlife Spot
397,Hoover Park,37.43031,-122.12893,Outdoors & Recreation
398,"Dr. Constant & Leong, DDS",37.432185750358485,-122.12700759764056,Professional & Other Places
399,Southwood Apartments,37.43171,-122.1276,Residence
400,Midtown Shopping Center,37.43402357655992,-122.12921619415283,Shop & Service
401,The UPS Store,37.4341415,-122.1299058,Travel & Transport
