Start Date,Label,Charging Time (mins),Parking Time (mins),Energy (kWh),Fee (USD),Censored
2011-12-02,0,669.8666666666667,814.6833333333333,29.513303000000004,0.0,0.0
2011-12-03,0,0.0,0.0,0.0,0.0,0.0
2011-12-04,0,128.03333333333333,128.3,7.159354,0.0,0.0
2011-12-05,0,367.3833333333333,505.40000000000003,20.128552,0.0,0.0
2011-12-06,0,368.1333333333333,502.3999999999999,21.674891000000002,0.0,0.0
2011-12-07,0,327.5666666666666,471.7264705882353,17.426506470588233,0.0,0.0
2011-12-08,0,308.25,469.35686274509806,17.54897052941176,0.0,0.0
2011-12-09,0,534.9666666666667,624.5666666666666,31.924522999999997,0.0,0.0
2011-12-10,0,268.0,342.23333333333335,15.75407,0.0,0.0
2011-12-11,0,130.46666666666667,130.8,8.139627,0.0,0.0
2011-12-12,0,320.2801932367149,712.6380434782609,16.5700393115942,0.0,0.0
2011-12-13,0,729.9387533041656,1169.4826326223679,41.26982297142467,0.0,0.0
2011-12-14,0,260.98105345911944,423.979323899371,14.862244716981133,0.0,0.0
2011-12-15,0,268.85,274.55,15.087262999999998,0.0,0.0
2011-12-16,0,382.8833333333333,383.41666666666663,23.145304000000003,0.0,0.0
2011-12-17,0,308.4166666666667,381.58333333333337,16.777272000000004,0.0,0.0
2011-12-18,0,225.95000000000002,226.16666666666663,13.728124,0.0,0.0
2011-12-19,0,334.6499999999999,379.6333333333333,18.691046,0.0,0.0
2011-12-20,0,251.93333333333334,514.35,14.892318999999997,0.0,0.0
2011-12-21,0,361.7166666666667,447.2166666666667,19.810983,0.0,0.0
2011-12-22,0,605.3833333333332,613.5999999999999,36.162440000000004,0.0,0.0
2011-12-23,0,442.9,470.84999999999997,24.555282000000005,0.0,0.0
2011-12-24,0,364.1,438.85,20.628993,0.0,0.0
2011-12-25,0,0.0,0.0,0.0,0.0,0.0
2011-12-26,0,191.2,191.40000000000003,9.796747999999997,0.0,0.0
2011-12-27,0,243.84999999999997,291.65,14.280395999999998,0.0,0.0
2011-12-28,0,239.5166666666667,263.7666666666667,13.255883999999996,0.0,0.0
2011-12-29,0,96.6,120.33333333333334,5.814819,0.0,0.0
2011-12-30,0,529.2666666666665,1405.7666666666664,28.28632,0.0,0.0
2011-12-31,0,118.96666666666668,161.1,5.756423000000003,0.0,0.0
2012-01-01,0,76.63333333333334,76.75,4.670387,0.0,0.0
2012-01-02,0,283.44999999999993,283.68333333333334,17.437064,0.0,0.0
2012-01-03,0,232.0,469.8333333333333,13.600291999999998,0.0,0.0
2012-01-04,0,461.08333333333337,596.35,25.660688999999998,0.0,0.0
2012-01-05,0,321.53333333333336,390.9833333333333,19.552182,0.0,0.0
2012-01-06,0,327.78333333333336,393.8833333333333,17.913303999999997,0.0,0.0
2012-01-07,0,117.55,276.4,5.730107,0.0,0.0
2012-01-08,0,248.86666666666667,336.3666666666667,14.252575000000002,0.0,0.0
2012-01-09,0,268.45,326.19999999999993,14.722840999999999,0.0,0.0
2012-01-10,0,172.35000000000002,172.7,10.580200999999999,0.0,0.0
2012-01-11,0,296.0833333333333,330.48333333333335,16.509587,0.0,0.0
2012-01-12,0,247.45000000000002,321.04999999999995,14.221469,0.0,0.0
2012-01-13,0,517.5,586.7833333333333,34.976782,0.0,0.0
2012-01-14,0,363.8217054263566,703.9664082687339,19.032887062015504,0.0,0.0
2012-01-15,0,270.8782945736434,485.3669250645995,12.199445937984496,0.0,0.0
2012-01-16,0,219.0166666666667,258.2666666666667,10.390139,0.0,0.0
2012-01-17,0,361.20000000000005,361.63333333333327,19.727786999999996,0.0,0.0
2012-01-18,0,518.4333333333334,551.2666666666667,29.014981,0.0,0.0
2012-01-19,0,487.06666666666666,583.3499999999999,25.426893,0.0,0.0
2012-01-20,0,893.7666666666665,975.5666666666666,49.69597399999999,0.0,0.0
2012-01-21,0,321.76666666666677,394.04999999999995,17.189567,0.0,0.0
2012-01-22,0,89.21666666666668,89.38333333333334,5.426255,0.0,0.0
2012-01-23,0,422.16666666666663,599.3666666666666,19.91709,0.0,0.0
2012-01-24,0,351.54999999999995,426.26666666666665,16.632938000000003,0.0,0.0
2012-01-25,0,704.7166666666667,1275.5666666666666,36.103356000000005,0.0,0.0
2012-01-26,0,1261.5166666666669,1355.3333333333335,37.607846,0.0,0.0
2012-01-27,0,472.1166666666666,504.58333333333326,24.519885000000006,0.0,0.0
2012-01-28,0,178.25,335.1166666666666,8.561817000000001,0.0,0.0
2012-01-29,0,200.18333333333334,239.4333333333333,10.912304999999998,0.0,0.0
2012-01-30,0,414.28333333333336,539.45,21.728082999999998,0.0,0.0
2012-01-31,0,486.1333333333333,667.2166666666667,28.157097000000004,0.0,0.0
2012-02-01,0,619.2833333333333,621.5499999999998,35.294602,0.0,0.0
2012-02-02,0,674.2333333333333,740.9666666666667,38.431627999999996,0.0,0.0
2012-02-03,0,728.8833333333333,964.1500000000001,39.593649,0.0,0.0
2012-02-04,0,607.1166666666667,1034.2833333333333,51.591063000000005,0.0,0.0
2012-02-05,0,0.0,0.0,0.0,0.0,0.0
2012-02-06,0,139.41666666666666,281.25,6.095781,0.0,0.0
2012-02-07,0,388.0,474.94999999999993,19.738566999999996,0.0,0.0
2012-02-08,0,961.65,1035.5,58.761606,0.0,0.0
2012-02-09,0,634.4499999999999,658.3999999999999,35.335551,0.0,0.0
2012-02-10,0,613.5166666666668,699.7333333333333,35.16603799999999,0.0,0.0
2012-02-11,0,158.23333333333332,162.76666666666665,8.990317,0.0,0.0
2012-02-12,0,152.81666666666666,170.33333333333331,8.019971,0.0,0.0
2012-02-13,0,315.5833333333333,417.54999999999995,17.330737,0.0,0.0
2012-02-14,0,449.76666666666665,604.5666666666667,26.376102,0.0,0.0
2012-02-15,0,692.381709039548,1079.7628531073447,40.810065610169495,0.0,0.0
2012-02-16,0,502.67747175141244,1001.4319209039547,26.766497186440684,0.0,0.0
2012-02-17,0,205.7574858757062,516.1885593220339,11.819036203389832,0.0,0.0
2012-02-18,0,209.16666666666669,350.88333333333327,11.221974999999999,0.0,0.0
2012-02-19,0,313.08333333333326,345.76666666666665,17.718836,0.0,0.0
2012-02-20,0,488.85,553.6666666666667,26.146126,0.0,0.0
2012-02-21,0,203.08333333333334,254.0666666666667,11.623582,0.0,0.0
2012-02-22,0,422.8594890510949,758.6299270072993,23.966916832116787,0.0,0.0
2012-02-23,0,543.9571776155717,901.7200729927007,26.521964167883212,0.0,0.0
2012-02-24,0,772.0166666666667,836.0166666666668,45.399657,0.0,0.0
2012-02-25,0,237.51666666666665,543.5999999999999,6.963101999999999,0.0,0.0
2012-02-26,0,326.8166666666666,328.15000000000003,19.783777,0.0,0.0
2012-02-27,0,810.0333333333334,876.2166666666666,42.316144,0.0,0.0
2012-02-28,0,653.7345188284519,1006.339818688982,30.516278108786608,0.0,0.0
2012-02-29,0,675.215481171548,1150.1935146443516,37.587729891213385,0.0,0.0
2012-03-01,0,779.95,1124.6333333333334,45.578621999999996,0.0,0.0
2012-03-02,0,651.2166666666667,762.4833333333333,32.414107,0.0,0.0
2012-03-03,0,320.5833333333333,517.6166666666667,17.312657999999995,0.0,0.0
2012-03-04,0,114.95,163.11666666666667,5.638524,0.0,0.0
2012-03-05,0,429.3166666666667,517.05,23.422062999999998,0.0,0.0
2012-03-06,0,679.666449086162,918.8432985204527,42.79600390600522,0.0,0.0
2012-03-07,0,678.8502175805047,815.0400348128808,51.23123209399476,0.0,0.0
2012-03-08,0,1026.2,1695.0833333333335,57.009429,0.0,0.0
2012-03-09,0,579.5166666666667,632.2000000000002,33.4383,0.0,0.0
2012-03-10,0,394.84999999999997,519.6333333333333,32.189752999999996,0.0,0.0
2012-03-11,0,368.2,369.18333333333334,20.689692,0.0,0.0
2012-03-12,0,1120.9833333333336,1253.3333333333333,75.363747,0.0,0.0
2012-03-13,0,937.8666666666667,1623.1499999999999,51.383610000000004,0.0,0.0
2012-03-14,0,931.7666666666665,988.1166666666667,43.31869499999999,0.0,0.0
2012-03-15,0,1028.8000000000002,1270.1666666666665,54.10486599999999,0.0,0.0
2012-03-16,0,1413.9333333333334,1642.2166666666667,70.509692,0.0,0.0
2012-03-17,0,362.68333333333334,363.91666666666663,28.589787,0.0,0.0
2012-03-18,0,165.51666666666665,166.13333333333333,11.001916000000001,0.0,0.0
2012-03-19,0,1047.4666666666667,1325.966666666667,59.696769,0.0,0.0
2012-03-20,0,1037.05,1219.7833333333333,56.196298999999996,0.0,0.0
2012-03-21,0,903.4166666666666,964.6833333333335,48.782229,0.0,0.0
2012-03-22,0,687.0500000000001,1086.5,38.235454,0.0,0.0
2012-03-23,0,792.5333333333334,921.5999999999999,45.06474800000001,0.0,0.0
2012-03-24,0,413.45000000000005,415.0333333333333,28.134220000000003,0.0,0.0
2012-03-25,0,318.56666666666666,319.25000000000006,17.934899,0.0,0.0
2012-03-26,0,1224.4833333333333,1630.9833333333333,61.616038999999994,0.0,0.0
2012-03-27,0,792.0000000000001,865.7,50.346686999999996,0.0,0.0
2012-03-28,0,1051.0,1399.3000000000002,55.594196000000004,0.0,0.0
2012-03-29,0,493.25,780.3833333333332,28.745727999999996,0.0,0.0
2012-03-30,0,1072.3,1337.0333333333335,72.05217100000003,0.0,0.0
2012-03-31,0,927.6,929.9333333333333,58.57730699999999,0.0,0.0
2012-04-01,0,131.85,132.6,10.366012000000001,0.0,0.0
2012-04-02,0,959.2666666666668,1243.8666666666663,58.551079,0.0,0.0
2012-04-03,0,996.0328244274809,1573.5611959287532,55.43145678625954,0.0,0.0
2012-04-04,0,1033.9520578525687,1493.6114186933041,61.86348876020887,0.0,0.0
2012-04-05,0,1037.581784386617,1405.777385377943,68.28103945353159,0.0,0.0
2012-04-06,0,1011.4999999999998,1063.6999999999998,56.105506000000005,0.0,0.0
2012-04-07,0,520.0833333333333,654.4,33.813319,0.0,0.0
2012-04-08,0,398.46505747126446,930.0371264367818,21.004067993103448,0.0,0.0
2012-04-09,0,1230.618275862069,1587.9295402298849,60.93415500689655,0.0,0.0
2012-04-10,0,606.0500000000001,859.4833333333333,37.419149,0.0,0.0
2012-04-11,0,605.1666666666667,732.4499999999999,32.600961999999996,0.0,0.0
2012-04-12,0,774.0166666666667,1107.6833333333334,48.105331,0.0,0.0
2012-04-13,0,1142.4666666666665,1233.1166666666668,85.28434100000003,0.0,0.0
2012-04-14,0,642.1666666666666,809.8666666666666,35.038925,0.0,0.0
2012-04-15,0,0.0,0.0,0.0,0.0,0.0
2012-04-16,0,1082.6933333333336,1546.27,58.88745140000002,0.0,0.0
2012-04-17,0,1140.8899999999999,1386.4466666666665,65.5301786,0.0,0.0
2012-04-18,0,1067.0166666666667,1262.8500000000001,52.28989099999999,0.0,0.0
2012-04-19,0,930.2666666666667,1054.05,51.362756000000005,0.0,0.0
2012-04-20,0,603.1419384057971,1459.2252717391304,30.66018170652174,0.0,0.0
2012-04-21,0,420.2247282608696,834.9413949275362,24.20371229347826,0.0,0.0
2012-04-22,0,423.56666666666666,462.03333333333336,30.183038999999997,0.0,0.0
2012-04-23,0,732.8499999999999,924.5333333333333,41.864969,0.0,0.0
2012-04-24,0,952.65,1276.016666666667,54.959689,0.0,0.0
2012-04-25,0,870.2166666666669,871.4833333333332,51.137671999999995,0.0,0.0
2012-04-26,0,975.2166666666667,1202.5333333333335,51.135099000000004,0.0,0.0
2012-04-27,0,719.3166666666666,999.1000000000001,40.263118999999996,0.0,0.0
2012-04-28,0,674.403652058433,853.8466135458168,41.79030303984064,0.0,0.0
2012-04-29,0,487.7963479415671,499.65338645418336,20.591758960159364,0.0,0.0
2012-04-30,0,1395.1500000000003,1525.083333333333,54.33178199999999,0.0,0.0
2012-05-01,0,1297.9499999999998,1324.3166666666668,76.08909200000001,0.0,0.0
2012-05-02,0,993.15,1029.0333333333335,36.590691,0.0,0.0
2012-05-03,0,1396.8,1500.4,56.425227,0.0,0.0
2012-05-04,0,1441.466666666667,1665.5833333333333,60.54140300000001,0.0,0.0
2012-05-05,0,480.85,684.4,28.952527,0.0,0.0
2012-05-06,0,489.48333333333335,667.2833333333333,18.426249,0.0,0.0
2012-05-07,0,1264.75,1380.266666666667,52.29384400000001,0.0,0.0
2012-05-08,0,1231.409383468835,1424.9824525745257,59.97220227642276,0.0,0.0
2012-05-09,0,1428.1246054368637,1618.7905428868962,49.40093676745015,0.0,0.0
2012-05-10,0,1817.599344427635,1984.4103378719115,67.48279295612708,0.0,0.0
2012-05-11,0,1097.6761904761902,1146.7369047619047,44.85557357142856,0.0,0.0
2012-05-12,0,522.1238095238094,607.2797619047619,18.441959428571423,0.0,0.0
2012-05-13,0,168.43333333333334,169.13333333333335,7.795447,0.0,0.0
2012-05-14,0,1148.6333333333332,1203.3666666666666,46.594400000000014,0.0,0.0
2012-05-15,0,1122.5499999999997,1240.416666666667,54.02765500000001,0.0,0.0
2012-05-16,0,1167.0000000000002,1205.1333333333332,49.413193,0.0,0.0
2012-05-17,0,1063.3,1064.8999999999999,44.90300899999999,0.0,0.0
2012-05-18,0,838.3666666666667,871.6999999999999,36.07702100000001,0.0,0.0
2012-05-19,0,380.98333333333335,547.55,13.651420000000002,0.0,0.0
2012-05-20,0,38.21666666666667,99.85,0.938379,0.0,0.0
2012-05-21,0,888.2333333333335,922.8000000000001,36.321146999999996,0.0,0.0
2012-05-22,0,1176.6999999999998,1378.8666666666668,50.01912599999999,0.0,0.0
2012-05-23,0,1038.4,1093.7499999999998,55.62979900000001,0.0,0.0
2012-05-24,0,1037.35,1318.15,61.81186500000001,0.0,0.0
2012-05-25,0,898.4901075268818,1384.1825806451614,48.21715278064516,0.0,0.0
2012-05-26,0,632.7432258064517,830.100752688172,34.31565721935483,0.0,0.0
2012-05-27,0,327.6,328.33333333333337,29.265596,0.0,0.0
2012-05-28,0,475.3333333333333,753.8500000000001,31.792083000000005,0.0,0.0
2012-05-29,0,1087.7166666666662,1154.0833333333333,60.253951,0.0,0.0
2012-05-30,0,1013.8333333333335,1110.4166666666667,61.538952,0.0,0.0
2012-05-31,0,1344.7666666666662,1523.7666666666669,76.37004699999999,0.0,0.0
2012-06-01,0,1158.1088495575223,1392.3305309734512,66.67886769911506,0.0,0.0
2012-06-02,0,1009.3078171091444,1440.586135693215,64.50846430088495,0.0,0.0
2012-06-03,0,550.6833333333334,711.2,33.500372999999996,0.0,0.0
2012-06-04,0,1063.716666666667,1321.3166666666668,51.660217,0.0,0.0
2012-06-05,0,792.7166666666667,980.9499999999999,46.979693999999995,0.0,0.0
2012-06-06,0,1274.8000000000002,1470.6166666666668,75.769532,0.0,0.0
2012-06-07,0,1781.4062860438294,2316.7684544406,86.56048797923876,0.0,0.0
2012-06-08,0,764.5103806228374,1137.0982122260668,40.48920902076124,0.0,0.0
2012-06-09,0,430.03333333333325,584.1333333333333,22.772998000000005,0.0,0.0
2012-06-10,0,629.4719047619047,990.0495238095239,35.306216799999994,0.0,0.0
2012-06-11,0,730.694761904762,1230.9004761904762,38.7051862,0.0,0.0
2012-06-12,0,765.4499999999999,767.4999999999999,46.458623,0.0,0.0
2012-06-13,0,859.35,1003.8166666666666,37.011212,0.0,0.0
2012-06-14,0,1095.4833333333331,1241.5166666666667,58.302357,0.0,0.0
2012-06-15,0,1476.05,1770.8666666666668,66.22301399999999,0.0,0.0
2012-06-16,0,643.8576323987539,774.4691588785048,39.69421661682243,0.0,0.0
2012-06-17,0,828.3923676012461,1240.080841121495,47.066648383177565,0.0,0.0
2012-06-18,0,823.3666666666666,905.6999999999999,41.107009999999995,0.0,0.0
2012-06-19,0,938.5833333333333,970.5666666666668,46.576916999999995,0.0,0.0
2012-06-20,0,751.9666666666667,1067.6833333333334,37.646114,0.0,0.0
2012-06-21,0,1374.190990990991,1898.9712355212353,68.8114426100386,0.0,0.0
2012-06-22,0,905.6423423423422,1231.1454311454308,37.99805138996139,0.0,0.0
2012-06-23,0,403.63333333333327,442.9833333333334,22.518625000000004,0.0,0.0
2012-06-24,0,264.05,366.34999999999997,17.216921000000003,0.0,0.0
2012-06-25,0,1022.2333333333332,1261.3,53.907661999999995,0.0,0.0
2012-06-26,0,1014.2299999999999,1748.3082051282054,57.55215589230769,0.0,0.0
2012-06-27,0,1232.6033333333335,2071.475128205128,64.8296721076923,0.0,0.0
2012-06-28,0,1435.244595638125,1841.9066991295745,64.57954161447111,0.0,0.0
2012-06-29,0,1205.4887376952083,1652.876634203759,67.87930438552888,0.0,0.0
2012-06-30,0,532.8333333333334,691.6666666666667,34.364642999999994,0.0,0.0
2012-07-01,0,345.2483018867925,514.8588050314465,22.726487490566036,0.0,0.0
2012-07-02,0,864.8850314465409,1104.8911949685535,49.11698950943396,0.0,0.0
2012-07-03,0,895.2121621621621,1541.8004504504506,49.63267862162162,0.0,0.0
2012-07-04,0,651.1045045045045,1113.382882882883,40.840431378378376,0.0,0.0
2012-07-05,0,1023.0333333333334,1481.4,50.36795099999999,0.0,0.0
2012-07-06,0,1457.3666666666668,1982.1,61.077231000000005,0.0,0.0
2012-07-07,0,439.99999999999994,623.8,25.096557999999998,0.0,0.0
2012-07-08,0,836.0833333333333,1565.4,46.925127,0.0,0.0
2012-07-09,0,1001.4666666666667,1174.6666666666667,60.73611000000001,0.0,0.0
2012-07-10,0,946.3666666666667,1036.75,48.982023999999996,0.0,0.0
2012-07-11,0,1047.6999999999998,2200.7166666666662,63.43407200000001,0.0,0.0
2012-07-12,0,1115.5666666666666,1315.5166666666667,53.534543000000006,0.0,0.0
2012-07-13,0,1161.1666666666667,1656.8333333333333,49.91128599999999,0.0,0.0
2012-07-14,0,1041.1499999999999,1330.8999999999999,54.88835299999998,0.0,0.0
2012-07-15,0,411.7602864583333,647.225,22.151590859375002,0.0,0.0
2012-07-16,0,1216.2730468749999,1735.691666666667,74.08742214062501,0.0,0.0
2012-07-17,0,996.9212418300654,1952.8243137254904,55.259473905882345,0.0,0.0
2012-07-18,0,709.5954248366013,1114.2923529411764,40.44937809411764,0.0,0.0
2012-07-19,0,1915.4499999999996,2127.416666666666,85.00389600000001,0.0,0.0
2012-07-20,0,1731.716666666667,1990.75,74.05998999999998,0.0,0.0
2012-07-21,0,778.2833333333333,1050.2666666666667,39.356704,0.0,0.0
2012-07-22,0,551.4166666666666,1067.0666666666666,33.43366399999999,0.0,0.0
2012-07-23,0,799.75,1388.9000000000003,40.984083000000005,0.0,0.0
2012-07-24,0,1354.8333333333333,1536.4500000000003,72.476831,0.0,0.0
2012-07-25,0,536.1,863.9666666666667,28.104177000000007,0.0,0.0
2012-07-26,0,734.4999999999999,1448.6833333333332,35.797895999999994,0.0,0.0
2012-07-27,0,1647.0593023255815,2511.260852713178,77.12529093023257,0.0,0.0
2012-07-28,0,277.87403100775197,471.52248062015497,15.64520906976744,0.0,0.0
2012-07-29,0,367.9224066390042,881.6034578146609,20.82000445643154,0.0,0.0
2012-07-30,0,861.5275933609958,1239.4465421853386,43.75592254356846,0.0,0.0
2012-07-31,0,1097.0833333333333,1186.1333333333334,56.873021,0.0,0.0
2012-08-01,0,1029.5879654859218,1441.611625794732,56.09368700544959,0.0,0.0
2012-08-02,0,1152.062034514078,1624.7883742052677,63.369430994550406,0.0,0.0
2012-08-03,0,930.4499999999999,1084.3666666666668,52.612201999999996,0.0,0.0
2012-08-04,0,399.4,438.08333333333337,16.801695000000002,0.0,0.0
2012-08-05,0,396.65,404.5333333333333,19.363728,0.0,0.0
2012-08-06,0,915.2333333333333,918.6166666666667,43.03229899999999,0.0,0.0
2012-08-07,0,1046.9333333333334,1212.0333333333335,64.222703,0.0,0.0
2012-08-08,0,1271.1000000000001,1768.2500000000002,58.628026,0.0,0.0
2012-08-09,0,610.15,990.3500000000001,28.894234999999995,0.0,0.0
2012-08-10,0,975.8333333333334,1270.3666666666666,54.715438999999996,0.0,0.0
2012-08-11,0,525.0166666666667,538.3666666666666,27.916453,0.0,0.0
2012-08-12,0,283.4,440.86666666666673,15.494125,0.0,0.0
2012-08-13,0,1260.1333333333337,1499.5333333333333,70.886006,0.0,0.0
2012-08-14,0,1336.9041478129711,1915.1871794871797,81.1022002714932,0.0,0.0
2012-08-15,0,703.7410621607819,1682.340051483949,40.32764144110521,0.0,0.0
2012-08-16,0,1224.6047900262465,1786.3561023622044,58.239576287401576,0.0,0.0
2012-08-17,0,859.75,893.6166666666667,44.907650999999994,0.0,0.0
2012-08-18,0,705.1833333333333,971.9000000000001,39.225016000000004,0.0,0.0
2012-08-19,0,185.98333333333335,186.23333333333332,9.431944999999999,0.0,0.0
2012-08-20,0,1053.711554192229,1306.3816973415132,50.518633889570545,0.0,0.0
2012-08-21,0,1561.9051124744378,2160.4349693251534,66.97417811042945,0.0,0.0
2012-08-22,0,1402.916666666667,1662.1999999999998,64.109024,0.0,0.0
2012-08-23,0,1244.533333333333,1357.483333333333,77.12983999999999,0.0,0.0
2012-08-24,0,765.1833333333334,1223.4833333333331,39.84298,0.0,0.0
2012-08-25,0,629.3512195121951,1301.7869918699187,44.22214995121951,0.0,0.0
2012-08-26,0,542.7654471544715,894.8630081300814,41.473421048780494,0.0,0.0
2012-08-27,0,1767.516666666667,2751.9999999999995,76.07594999999999,0.0,0.0
2012-08-28,0,979.3833333333332,1089.7,47.122672,0.0,0.0
2012-08-29,0,1383.6333333333332,2418.4000000000005,67.423457,0.0,0.0
2012-08-30,0,1673.3666666666672,1794.9499999999996,85.89178299999999,0.0,0.0
2012-08-31,0,1233.0833333333333,1530.8500000000001,53.289356999999995,0.0,0.0
2012-09-01,0,456.81666666666666,477.40000000000003,27.640352999999994,0.0,0.0
2012-09-02,0,392.03333333333336,534.0999999999999,23.294384,0.0,0.0
2012-09-03,0,571.1666666666666,574.5,30.361451999999993,0.0,0.0
2012-09-04,0,1151.85,1474.633333333333,48.09357200000001,0.0,0.0
2012-09-05,0,1561.8666666666668,2305.25,80.907057,0.0,0.0
2012-09-06,0,1270.7000000000003,1599.8333333333335,56.76329499999999,0.0,0.0
2012-09-07,0,1391.7160377358489,1804.209433962264,64.87256520754718,0.0,0.0
2012-09-08,0,297.6839622641509,480.05723270440257,15.124570792452829,0.0,0.0
2012-09-09,0,515.3833333333332,737.8,25.699016999999994,0.0,0.0
2012-09-10,0,1213.3666666666666,1405.75,59.117676,0.0,0.0
2012-09-11,0,1285.666666666667,2378.6166666666663,61.13597,0.0,0.0
2012-09-12,0,913.8833333333333,1067.1833333333334,48.328221,0.0,0.0
2012-09-13,0,937.9833333333335,1178.4333333333336,50.210183000000015,0.0,0.0
2012-09-14,0,1400.7000000000003,1542.0333333333333,67.844105,0.0,0.0
2012-09-15,0,766.8333333333336,867.7333333333333,39.631652,0.0,0.0
2012-09-16,0,319.05,322.01666666666665,15.571517,0.0,0.0
2012-09-17,0,1227.6000000000001,1485.0500000000002,47.38847700000001,0.0,0.0
2012-09-18,0,1522.17825607064,2020.5070640176598,86.26314106622517,0.0,0.0
2012-09-19,0,1525.105077262693,2215.9929359823395,74.98633493377484,0.0,0.0
2012-09-20,0,1156.75,1341.5333333333338,66.132948,0.0,0.0
2012-09-21,0,1294.2666666666664,1377.7333333333336,66.056456,0.0,0.0
2012-09-22,0,725.5333333333332,1096.716666666667,30.102653,0.0,0.0
2012-09-23,0,660.1666666666666,927.1166666666664,36.297368,0.0,0.0
2012-09-24,0,1392.25,1902.883333333333,74.221492,0.0,0.0
2012-09-25,0,1632.1000000000004,2405.2166666666667,57.843954000000004,0.0,0.0
2012-09-26,0,1317.4,1622.3333333333337,45.959081,0.0,0.0
2012-09-27,0,1609.6499999999996,1714.6,67.911191,0.0,0.0
2012-09-28,0,1420.8996098104794,2186.1328874024534,70.27511281605351,0.0,0.0
2012-09-29,0,681.5503901895206,1129.5004459308807,27.99614918394649,0.0,0.0
