,Name,Latitude,Longitude,Category,Sub Category
816,Webster-Everett Roundabout,37.45113754272461,-122.16055297851562,Travel & Transport,Road
817,One Big Parking,37.448545869047095,-122.15839778893698,Travel & Transport,Rest Area
818,Bicycle Parking (University & Cowper),37.44814230997081,-122.15886349929339,Travel & Transport,Bike Rental / Bike Share
819,Cowper Street,37.447504687310186,-122.15605811832691,Travel & Transport,Road
820,American Airlines,37.44831542221728,-122.15556185692549,Travel & Transport,Airport Service
821,Forest Ave,37.449384697779294,-122.15424511585249,Travel & Transport,Road
822,U — Dumbarton Express,37.451830998045715,-122.15844154357909,Travel & Transport,Bus Line
823,Free Bikes Palo Alto,37.44673751163162,-122.15687513351442,Travel & Transport,Bike Rental / Bike Share
824,Palo Alto Modern Retreat,37.451806,-122.159482,Travel & Transport,Hotel
825,Cowper Inn,37.44676270965012,-122.15630002972009,Travel & Transport,Hotel
826,La Casa De Celia,37.451147,-122.155195,Travel & Transport,Bed & Breakfast
827,Varsity Theater,37.447704,-122.159626,Arts & Entertainment,Historic Site
828,Love Sign,37.448255,-122.165212,Arts & Entertainment,Public Art
829,Charming Cottages Of Palo Alto #1,37.450589,-122.164235,Arts & Entertainment,Art Gallery
830,Villa Garga,37.450078,-122.161209,Arts & Entertainment,Comedy Club
831,Paul's Dance Studio,37.448621,-122.156588,Arts & Entertainment,General Entertainment
832,The Construct,37.44773483276367,-122.16019439697266,Arts & Entertainment,Arcade
833,HA 20,37.44844436645508,-122.1659164428711,Arts & Entertainment,Music Venue
834,Kimura Gallery,37.44722366333008,-122.15798950195312,Arts & Entertainment,Art Gallery
835,Hottie Fellowship,37.448968,-122.160782,Arts & Entertainment,General Entertainment
836,Sports Gallery,37.44620072097054,-122.16136388592045,Arts & Entertainment,Art Gallery
837,Bryant Street Gallery,37.446094195461114,-122.16116430065128,Arts & Entertainment,Art Gallery
838,Wednesday Night Hop!,37.44938650854986,-122.1567302942276,Arts & Entertainment,Dance Studio
839,Global Heritage Fund Exhibition,37.448116302490234,-122.1593246459961,Arts & Entertainment,Art Gallery
840,H.M.S. Quirk,37.449509,-122.164753,Arts & Entertainment,Theme Park
841,French Film Club of Palo Alto,37.44682693481445,-122.15922546386719,Arts & Entertainment,Indie Movie Theater
842,Social Media Academy,37.44805649433012,-122.15950107568042,College & University,College Administrative Building
843,uBoost,37.448617,-122.15854099999999,College & University,General College & University
844,"Avenidas Senior Center in Palo Alto, CA",37.44611,-122.162423,College & University,College Rec Center
845,OnePacs,37.44928,-122.15989,College & University,Medical School
846,Palo Alto Festival Of The Arts,37.447058412182294,-122.16039922035714,Event,Street Fair
847,tōno coffee project,37.447421,-122.161973,Food,Coffee Shop
848,Blue Bottle Coffee,37.44748492121728,-122.15940873059341,Food,Coffee Shop
849,Café Venetia,37.44745344827492,-122.16027708582341,Food,Coffee Shop
850,Kung Fu Tea,37.446422,-122.160892,Food,Bubble Tea Shop
851,Crepevine,37.446904,-122.160849,Food,Creperie
852,Willow Market Food Truck Night,37.45429745237902,-122.16329659779818,Food,Street Food Gathering
853,Curry Pizza House - Palo Alto,37.446183,-122.161262,Food,Pizza Place
854,JOE & THE JUICE,37.44830845,-122.1588303,Food,Juice Bar
855,Tai Pan,37.44629808585715,-122.15950799210194,Food,Chinese Restaurant
856,Sancho's Taqueria,37.44896176726453,-122.16077123093048,Food,Mexican Restaurant
857,Paris Baguette,37.447150954372646,-122.16055066729385,Food,Bakery
858,Sushirrito,37.44765248264978,-122.1597661557939,Food,Burrito Place
859,Mademoiselle Colette,37.44905390341066,-122.16060616246861,Food,Pastry Shop
860,Starbucks,37.446737,-122.1604894,Food,Coffee Shop
861,Killiney Kopitiam,37.446581,-122.159786,Food,Singaporean Restaurant
862,Rooh,37.448018,-122.159678,Food,Indian Restaurant
863,Pho Bahn Mi,37.447551000000004,-122.160334,Food,Vietnamese Restaurant
864,Sliderbar,37.4463039226453,-122.16115993701773,Food,Burger Joint
865,Siam Royal Authentic Thai,37.44639270544404,-122.16103258178408,Food,Thai Restaurant
866,Gong Cha (貢茶) (Gong Cha),37.44746406869311,-122.16086130262009,Food,Bubble Tea Shop
867,Ike’s Place,37.448118,-122.161718,Food,Sandwich Place
868,CREAM of Palo Alto,37.44748519986086,-122.15970891174152,Food,Ice Cream Shop
869,Joya Restaurant & Lounge,37.446491492551864,-122.16121423036688,Food,Tapas Restaurant
870,Burma Ruby,37.44632095514065,-122.16111298461884,Food,Burmese Restaurant
871,YAYOI,37.44732111713401,-122.16049440308076,Food,Japanese Restaurant
872,Umami Burger,37.447715315432944,-122.15976801252245,Food,Burger Joint
873,Tamarine Restaurant,37.448949689644486,-122.15857454389338,Food,Vietnamese Restaurant
874,Fenn Coffee,37.45455,-122.1635,Food,Coffee Shop
875,La Strada,37.44636938886101,-122.16121377916288,Food,Italian Restaurant
876,Il Fornaio Palo Alto,37.448037457903375,-122.15877594772586,Food,Italian Restaurant
877,Taste 味,37.44758,-122.160359,Food,Szechuan Restaurant
878,The Clay Oven,37.44910430908203,-122.16090393066406,Food,Middle Eastern Restaurant
879,Peet's Coffee & Tea,37.447517,-122.159839,Food,Coffee Shop
880,HanaHaus Palo Alto,37.447621,-122.159576,Food,Coffee Shop
881,Gyros Gyros,37.44825138466403,-122.15924167334717,Food,Mediterranean Restaurant
882,Jidai-Ya Restaurant,37.447025299072266,-122.16217803955078,Food,Food
883,Madison & Fifth,37.446961,-122.160842,Food,Italian Restaurant
884,Orange Bakery,37.44644546508789,-122.16053009033203,Food,Bakery
885,Rooh Palo Alto,37.448135,-122.15981,Food,Indian Restaurant
886,Sushiya Restaurant,37.4467658996582,-122.1603775024414,Food,Sushi Restaurant
887,Bushel @ The Willows Market,37.454501106954645,-122.16329097747803,Food,Juice Bar
888,DAVIDsTEA,37.44628819587389,-122.16122028872374,Food,Tea Room
889,Butterscotch On The Go,37.454346352308654,-122.16332645468314,Food,Dessert Shop
890,Cafe Alto,37.447965,-122.15952,Food,Italian Restaurant
891,Willow Garage,37.45233793637939,-122.16617045266601,Food,Tech Startup
892,Chop Soo-Ey Truck,37.453531,-122.165495,Food,Food Truck
893,Perry's,37.448833,-122.158324,Food,Steakhouse
894,Butterscotch on the Go,37.454513,-122.163274,Food,Food Truck
895,AROY Thai Bistro,37.44624828056496,-122.16121440449288,Food,Thai Restaurant
896,Arte Restaraunt,37.44810026910162,-122.15961051944763,Food,Italian Restaurant
897,Salvaje,37.447747,-122.161925,Nightlife Spot,Wine Bar
898,Curry Pizza House - Palo Alto,37.446183,-122.161262,Nightlife Spot,Pizza Place
899,Vino Locale,37.448245107257584,-122.16054177069444,Nightlife Spot,Wine Bar
900,Joya Restaurant & Lounge,37.446491492551864,-122.16121423036688,Nightlife Spot,Tapas Restaurant
901,La Strada,37.44636938886101,-122.16121377916288,Nightlife Spot,Italian Restaurant
902,Hidden Tap and Barrel,37.446131,-122.161042,Nightlife Spot,Bar
903,The Tap & Barrel,37.4461192,-122.16107840000001,Nightlife Spot,Beer Bar
904,Madison & Fifth,37.446961,-122.160842,Nightlife Spot,Italian Restaurant
905,Paul's Place,37.45200134276839,-122.15852737426758,Nightlife Spot,Strip Club
906,Headache City,37.448752,-122.158904,Nightlife Spot,Other Nightlife
907,mars bar,37.44951568706758,-122.16057108669398,Nightlife Spot,Beer Garden
908,Borders Cemetery Lot,37.447391510009766,-122.1594009399414,Nightlife Spot,Speakeasy
909,Mermaid @JMitchells,37.450578,-122.159205,Nightlife Spot,Dive Bar
910,Baruh Spirits,37.44813537597656,-122.15678405761719,Nightlife Spot,Wine Bar
911,Friday Night Waltz,37.44934147452819,-122.15663493754343,Nightlife Spot,Nightclub
912,MyWebRooms.com,37.446363,-122.160988,Nightlife Spot,Cocktail Bar
913,Crazy Dog,37.448991,-122.163938,Nightlife Spot,Lounge
914,The Hookah/Brewery,37.450618,-122.164046,Nightlife Spot,Hookah Bar
915,Dr. Edith Eugenie Johnson Park,37.44943040577374,-122.16353697113634,Outdoors & Recreation,Park
916,Downtown North,37.448901,-122.16339,Outdoors & Recreation,Neighborhood
917,Cogswell Plaza,37.44622194467118,-122.16308590194129,Outdoors & Recreation,Park
918,Form Fitness,37.44675134487215,-122.16277532595625,Outdoors & Recreation,Gym
919,Timothy Hopkins Creekside Park,37.45271185411217,-122.16439088378479,Outdoors & Recreation,Park
920,Downtown Palo Alto,37.44621672208378,-122.16117538873151,Outdoors & Recreation,Neighborhood
921,Rose Garden,37.44698346877737,-122.16464035783206,Outdoors & Recreation,Garden
922,"President Hotel, Rooftop Garden",37.44801485031297,-122.15916929000478,Outdoors & Recreation,Garden
923,Duca Dog Run,37.448504,-122.163108,Outdoors & Recreation,Dog Run
924,Cute Little Park,37.45251,-122.164792,Outdoors & Recreation,Park
925,Campus Drive Loop,37.4460129104972,-122.16282749991663,Outdoors & Recreation,Road
926,California Yoga Center,37.447969,-122.15821799999999,Outdoors & Recreation,Yoga Studio
927,All Saints Labyrinth,37.44682693481445,-122.15922546386719,Outdoors & Recreation,Plaza
928,California Yoga Center,37.44795,-122.158204,Outdoors & Recreation,Yoga Studio
929,Edgar Allen Poe,37.449772,-122.166497,Outdoors & Recreation,Neighborhood
930,Willow Place Bridge,37.45107974612294,-122.16699336015678,Outdoors & Recreation,Bridge
931,Margo's tree,37.446700192366634,-122.15965631109854,Outdoors & Recreation,Garden
932,Gym @ Garden Court Hotel,37.4477424621582,-122.15901947021484,Outdoors & Recreation,Sports Club
933,HanaHaus,37.4474169565206,-122.15938000959267,Professional & Other Places,Coworking Space
934,Essex Woodlands Health Ventures,37.44700700408801,-122.163359718252,Professional & Other Places,Office
935,Lime Parking Garage,37.4463925733876,-122.16188787464851,Professional & Other Places,Parking
936,TechCrunch HQ,37.44648197642175,-122.16329097747803,Professional & Other Places,Office
937,Computerlaw Group LLP,37.44739532966141,-122.16208603395968,Professional & Other Places,Office
938,Skadden Arps,37.448826000000004,-122.15924299999999,Professional & Other Places,Financial or Legal Service
939,Webster/Cowper Parking Garage,37.44839784935076,-122.15850898049955,Professional & Other Places,Parking
940,Stanford Chiropractic Center,37.4510567493962,-122.15706535626724,Professional & Other Places,Chiropractor
941,Accel Partners,37.4474408368887,-122.15997167081557,Professional & Other Places,Office
942,Palo Alto Dental Group,37.450045083762284,-122.15729956872272,Professional & Other Places,Dentist's Office
943,University Optometry,37.4512338,-122.1567539,Professional & Other Places,Eye Doctor
944,Formation8,37.449148506924224,-122.15912407444705,Professional & Other Places,Tech Startup
945,Bain Capital Ventures,37.447131733462186,-122.16326521354651,Professional & Other Places,Tech Startup
946,Civic Technologies,37.447933,-122.164615,Professional & Other Places,Office
947,Keller Williams Realty,37.44784259528826,-122.15799783696018,Professional & Other Places,Office
948,Fido Labs HQ,37.449352,-122.16125,Professional & Other Places,Tech Startup
949,E La Carte,37.44963588305264,-122.16028807784753,Professional & Other Places,Tech Startup
950,Office of KC Esperance,37.45116,-122.157824,Professional & Other Places,Office
951,Slalom,37.448445,-122.15744,Professional & Other Places,Office
952,Kurbo,37.446484,-122.159514,Professional & Other Places,Tech Startup
953,OpsPanda,37.449555,-122.160271,Professional & Other Places,Tech Startup
954,hint,37.449928,-122.16598,Professional & Other Places,Tech Startup
955,Israel Venture Network,37.447753,-122.158496,Professional & Other Places,Office
956,Ford Silicon Valley Labs,37.4467155417542,-122.15838670057062,Professional & Other Places,Office
957,Vittoria Management,37.447222,-122.15861299999999,Professional & Other Places,Office
958,RSP Palo Alto,37.449261,-122.15991000000001,Professional & Other Places,Office
959,Liftoff,37.4478,-122.158325,Professional & Other Places,Tech Startup
960,Light Street Capital,37.448931,-122.159236,Professional & Other Places,Tech Startup
961,"Regus - California, Palo Alto - Downtown Lytton Avenue",37.44927089999999,-122.1599025,Professional & Other Places,Office
962,Clearstone Venture Partners,37.450669,-122.156437,Professional & Other Places,Building
963,Capriza,37.446874,-122.162005,Professional & Other Places,Tech Startup
964,Comcast Ventures,37.448359,-122.159622,Professional & Other Places,Office
965,Levett Properties,37.44688751112437,-122.16019934930367,Professional & Other Places,Building
966,EFN Clubhouse,37.45011012857143,-122.16093284000002,Professional & Other Places,Event Space
967,Cypress Natural Medicine,37.451788896708564,-122.15806220225163,Professional & Other Places,Medical Center
968,Rogers Venture Partners,37.448359,-122.159622,Professional & Other Places,Office
969,MDeC Americas,37.449478,-122.160253,Professional & Other Places,Embassy / Consulate
970,Summit Partners,37.44748,-122.15834199999999,Professional & Other Places,Office
971,Palo Alto Nutrition,37.44662094116211,-122.16206359863281,Professional & Other Places,Medical Center
972,Total Care Medical,37.450015,-122.157496,Professional & Other Places,Doctor's Office
973,OpenSilo HQ,37.44864112840796,-122.15862510019599,Professional & Other Places,Tech Startup
974,Glyde HQ,37.44794404625148,-122.15852402559223,Professional & Other Places,Tech Startup
975,Harold Lorber: Allstate Insurance,37.4473209804224,-122.158457636833,Professional & Other Places,Financial or Legal Service
976,Danhua Capital,37.449402,-122.15874,Professional & Other Places,Office
977,C.M. Capital Corporation,37.448701366666675,-122.1590629,Professional & Other Places,Office
978,Mitsubishi International Corporation Silcon Valley Branch,37.448248,-122.159471,Professional & Other Places,Office
979,Dr. Hakim's dental office,37.45132064819336,-122.15716552734375,Professional & Other Places,Dentist's Office
980,459 Hamilton Ave,37.44733202987599,-122.15880251352804,Professional & Other Places,Tech Startup
981,Slice,37.44708399425026,-122.16152928527943,Professional & Other Places,Office
982,Palo Alto Psychology Group,37.449552,-122.159282,Professional & Other Places,Mental Health Office
983,President Apartments,37.4479780905567,-122.15942244981443,Residence,Residential Building (Apartment / Condo)
984,Mia (Mia Palo Alto),37.450671,-122.16158899999999,Residence,Residential Building (Apartment / Condo)
985,Lytton Gardens Independent Living,37.45021014648176,-122.15824809589452,Residence,Assisted Living
986,President Hotel,37.44819813308564,-122.15906863297782,Residence,Residential Building (Apartment / Condo)
987,Webster House,37.450377,-122.158817,Residence,Assisted Living
988,Needle Haus,37.451067,-122.164385,Residence,Assisted Living
989,Avast Byt Palo Alto,37.44785491118472,-122.1653943203253,Residence,Residential Building (Apartment / Condo)
990,Morgan Manor,37.449999414256986,-122.16136388592045,Residence,Residential Building (Apartment / Condo)
991,Villa Fountain,37.44886843980919,-122.15771331199171,Residence,Residential Building (Apartment / Condo)
992,The Hamilton,37.449691677327834,-122.15662723204898,Residence,Residential Building (Apartment / Condo)
993,Hawthorne,37.4489126,-122.1652259,Residence,Residential Building (Apartment / Condo)
994,Cal Bay Property Management,37.4492592,-122.159903,Residence,Residential Building (Apartment / Condo)
995,AC's Loft,37.448032,-122.16583,Residence,Residential Building (Apartment / Condo)
996,Carpet Tile,37.44879454961747,-122.15872489523126,Residence,Housing Development
997,150 Waverly Street,37.449751,-122.165428,Residence,Residential Building (Apartment / Condo)
998,Hawthorne Apartments,37.44795972012468,-122.16612333980285,Residence,Residential Building (Apartment / Condo)
999,488 University Ave,37.447904,-122.159344,Residence,Residential Building (Apartment / Condo)
1000,The Willows Market,37.45448089179269,-122.16329076559481,Shop & Service,Market
1001,Willow Market Food Truck Night,37.45429745237902,-122.16329659779818,Shop & Service,Street Food Gathering
1002,CVS pharmacy,37.4465476721711,-122.16067007251809,Shop & Service,Pharmacy
1003,Leafy,37.447277,-122.15793300000001,Shop & Service,Flower Shop
1004,Apple Palo Alto,37.4463611,-122.1607523,Shop & Service,Electronics Store
1005,Walgreens,37.445923,-122.1613213,Shop & Service,Pharmacy
1006,The Real Real,37.446998,-122.160638,Shop & Service,Clothing Store
1007,lululemon athletica,37.4474367,-122.1598368,Shop & Service,Clothing Store
1008,Bank of America,37.44921954719105,-122.16016396793462,Shop & Service,Bank
1009,Discovery Children's Garden,37.450032,-122.158231,Shop & Service,Daycare
1010,Peninsula Optical,37.447402424070525,-122.16035494921101,Shop & Service,Optical Shop
1011,Design Within Reach,37.44773099094786,-122.16000644288118,Shop & Service,Furniture / Home Store
1012,Footwear etc.,37.4480021937552,-122.15969827872081,Shop & Service,Shoe Store
1013,Presidio Bank,37.447357177734375,-122.16278839111328,Shop & Service,Bank
1014,Letter Perfect,37.447003574061505,-122.16046304322431,Shop & Service,Gift Shop
1015,Rejuvenation,37.44632439594059,-122.16129541397093,Shop & Service,Furniture / Home Store
1016,Skadden Arps,37.448826000000004,-122.15924299999999,Shop & Service,Financial or Legal Service
1017,Stanford Federal Credit Union,37.44894775198094,-122.15884724478657,Shop & Service,Credit Union
1018,President Barber Shop,37.448190292692175,-122.15938359676949,Shop & Service,Salon / Barbershop
1019,Alain Pinel Realtors,37.44920349121094,-122.15795135498047,Shop & Service,Real Estate Office
1020,Sprint Store,37.44839820591128,-122.15963956134225,Shop & Service,Mobile Phone Shop
1021,J.P. Morgan Private Bank,37.4460631,-122.161259,Shop & Service,Business Service
1022,Palo Alto Blueprint,37.447052,-122.16220700000001,Shop & Service,Paper / Office Supplies Store
1023,Best Of Palo Alto Realty,37.4478856,-122.1579737,Shop & Service,Real Estate Office
1024,The Modern Living,37.448463,-122.158752,Shop & Service,Furniture / Home Store
1025,Fictional Colors Collective,37.448396,-122.166366,Shop & Service,Design Studio
1026,BalanCenter Massage and Personal Training Peninsula,37.448706,-122.1584413,Shop & Service,Massage Studio
1027,Chico's,37.44686,-122.160316,Shop & Service,Women's Store
1028,Harold Lorber: Allstate Insurance,37.4473209804224,-122.158457636833,Shop & Service,Financial or Legal Service
1029,FLOR,37.44613011837274,-122.16121974104097,Shop & Service,Furniture / Home Store
1030,Union Bank,37.447176,-122.16001000000001,Shop & Service,Bank
1031,The Sweatbar,37.447659560590516,-122.16005086898802,Shop & Service,Clothing Store
1032,Avenidas,37.44609519999999,-122.1622517,Shop & Service,Miscellaneous Shop
1033,Best of Palo Alto,37.44786834716797,-122.15792846679688,Shop & Service,Real Estate Office
1034,Newmark,37.44704818725586,-122.16141510009766,Shop & Service,Real Estate Office
1035,Greenteaspoon Inc.,37.451982,-122.16301,Shop & Service,Construction & Landscaping
1036,Bridgebank,37.448826000000004,-122.15924299999999,Shop & Service,Bank
1037,Apptizer Inc.,37.449283599853516,-122.15990447998047,Shop & Service,Internet Cafe
1038,Marine Layer,37.447657321271755,-122.16002222226975,Shop & Service,Clothing Store
1039,Relonch,37.447573,-122.160171,Shop & Service,Camera Store
1040,Inu,37.448093,-122.15959,Shop & Service,Bike Shop
1041,Five Ten,37.44665,-122.16015800000001,Shop & Service,Gift Shop
1042,HSBC Bank,37.449349,-122.15857700000001,Shop & Service,Bank
1043,Drs. Matteson and Most,37.448733000000004,-122.158423,Shop & Service,Optical Shop
1044,Hemingway Tobacco,37.448171359138556,-122.15966739933415,Shop & Service,Smoke Shop
1045,Imagina Daycare,37.453905999999996,-122.15968600000001,Shop & Service,Daycare
1046,Like! Hair Salon,37.447418212890625,-122.16136932373047,Shop & Service,Salon / Barbershop
1047,Redwood Valuation Partners,37.4464438,-122.1605384,Shop & Service,Financial or Legal Service
1048,Michaela's Flower Shop (formerly Stapleton's),37.447469,-122.16068700000001,Shop & Service,Flower Shop
1049,Wells Fargo ATM,37.44637,-122.161548,Shop & Service,Bank
1050,University Avenue,37.44706118831117,-122.1602439880371,Travel & Transport,Road
1051,DB — Dumbarton Express,37.44815145734962,-122.1613597869873,Travel & Transport,Bus Line
1052,"President Hotel, Rooftop Garden",37.44801485031297,-122.15916929000478,Travel & Transport,Garden
1053,Garden Court Hotel,37.4477291796394,-122.15903551654627,Travel & Transport,Hotel
1054,Bored Room,37.446553,-122.163377,Travel & Transport,Airport
1055,Webster-Everett Roundabout,37.45113754272461,-122.16055297851562,Travel & Transport,Road
1056,One Big Parking,37.448545869047095,-122.15839778893698,Travel & Transport,Rest Area
1057,Campus Drive Loop,37.4460129104972,-122.16282749991663,Travel & Transport,Road
1058,Bicycle Parking (University & Cowper),37.44814230997081,-122.15886349929339,Travel & Transport,Bike Rental / Bike Share
1059,Edgar Allen Poe,37.449772,-122.166497,Travel & Transport,Neighborhood
1060,U — Dumbarton Express,37.451830998045715,-122.15844154357909,Travel & Transport,Bus Line
1061,AirBnB,37.450717,-122.16237,Travel & Transport,Bed & Breakfast
1062,Palo Alto Modern Retreat,37.451806,-122.159482,Travel & Transport,Hotel
1063,Chutney Mary's,37.446774659309845,-122.16278314826985,Travel & Transport,Food Truck
1064,Love Sign,37.448255,-122.165212,Arts & Entertainment,Public Art
1065,Charming Cottages Of Palo Alto #1,37.450589,-122.164235,Arts & Entertainment,Art Gallery
1066,Villa Garga,37.450078,-122.161209,Arts & Entertainment,Comedy Club
1067,HA 20,37.44844436645508,-122.1659164428711,Arts & Entertainment,Music Venue
1068,Hottie,37.446961,-122.166931,Arts & Entertainment,General Entertainment
1069,Guru'yu Bekleme Yeri,37.447877,-122.170039,Arts & Entertainment,General Entertainment
1070,Boogie Nights,37.446761,-122.168686,Arts & Entertainment,Historic Site
1071,H.M.S. Quirk,37.449509,-122.164753,Arts & Entertainment,Theme Park
1072,Realty Nation Corporate HQ,37.446139,-122.16785,College & University,College Quad
1073,Ike’s Place,37.448118,-122.161718,Food,Sandwich Place
1074,The He-Rave's,37.450171000000005,-122.167193,Food,Chinese Restaurant
1075,Willow Garage,37.45233793637939,-122.16617045266601,Food,Tech Startup
1076,Chop Soo-Ey Truck,37.453531,-122.165495,Food,Food Truck
1077,Old Port Lobster ShackMobile,37.45431728084239,-122.16428000624474,Food,Food Truck
1078,Los Burritos Grandes,37.447884,-122.16444432735443,Food,Burrito Place
1079,Salvaje,37.447747,-122.161925,Nightlife Spot,Wine Bar
1080,Meatball Palace,37.44791724579902,-122.16743997135107,Nightlife Spot,Gay Bar
1081,Land Of Waldos,37.446436,-122.166793,Nightlife Spot,Speakeasy
1082,The E Circle,37.452949,-122.168153,Nightlife Spot,Lounge
1083,Crazy Dog,37.448991,-122.163938,Nightlife Spot,Lounge
1084,The Hookah/Brewery,37.450618,-122.164046,Nightlife Spot,Hookah Bar
1085,El Palo Alto Park,37.446961704896786,-122.16997896376368,Outdoors & Recreation,Park
1086,El Palo Alto Redwood Tree,37.447287304690114,-122.1704058190468,Outdoors & Recreation,Tree
1087,Dr. Edith Eugenie Johnson Park,37.44943040577374,-122.16353697113634,Outdoors & Recreation,Park
1088,Downtown North,37.448901,-122.16339,Outdoors & Recreation,Neighborhood
1089,Timothy Hopkins Creekside Park,37.45271185411217,-122.16439088378479,Outdoors & Recreation,Park
1090,Rose Garden,37.44698346877737,-122.16464035783206,Outdoors & Recreation,Garden
1091,Duca Dog Run,37.448504,-122.163108,Outdoors & Recreation,Dog Run
1092,Cute Little Park,37.45251,-122.164792,Outdoors & Recreation,Park
1093,San Francisquito Creek,37.447783,-122.168584,Outdoors & Recreation,River
1094,Blackberry Bushes,37.44793137871198,-122.17025059913992,Outdoors & Recreation,Garden
1095,Edgar Allen Poe,37.449772,-122.166497,Outdoors & Recreation,Neighborhood
1096,Willow Place Bridge,37.45107974612294,-122.16699336015678,Outdoors & Recreation,Bridge
1097,Tower Well Park,37.445972999999995,-122.167336,Outdoors & Recreation,Garden
1098,Linfield Oaks,37.45206066523526,-122.16993461506567,Outdoors & Recreation,Neighborhood
1099,Essex Woodlands Health Ventures,37.44700700408801,-122.163359718252,Professional & Other Places,Office
1100,"William Gregory Tseng, D.D.S.",37.445996,-122.166161,Professional & Other Places,Dentist's Office
1101,Bain Capital Ventures,37.447131733462186,-122.16326521354651,Professional & Other Places,Tech Startup
1102,Civic Technologies,37.447933,-122.164615,Professional & Other Places,Office
1103,Fido Labs HQ,37.449352,-122.16125,Professional & Other Places,Tech Startup
1104,hint,37.449928,-122.16598,Professional & Other Places,Tech Startup
1105,EFN Clubhouse,37.45011012857143,-122.16093284000002,Professional & Other Places,Event Space
1106,Bodymetrics,37.451254,-122.162672,Professional & Other Places,Tech Startup
1107,ICANN,37.447425,-122.162411,Professional & Other Places,Office
1108,TA Associates,37.447968,-122.163347,Professional & Other Places,Building
1109,Robinhood HQ,37.454516999999996,-122.16506499999998,Professional & Other Places,Office
1110,AlwaysOn Ventures,37.45222920980603,-122.16580456240311,Professional & Other Places,Tech Startup
1111,Unravel Data,37.45218875575926,-122.16590989457609,Professional & Other Places,Tech Startup
1112,Petersen Precision Redwood City,37.447654,-122.167249,Professional & Other Places,Building
1113,"techVenture, Inc.",37.449277,-122.16123200000001,Professional & Other Places,Coworking Space
1114,Walden International,37.4476469784303,-122.16207351943507,Professional & Other Places,Office
1115,SecondMarket,37.447193,-122.163163,Professional & Other Places,Tech Startup
1116,Calendar,37.446057,-122.165947,Professional & Other Places,Tech Startup
1117,Reid Hoffman,37.4469602,-122.168241,Professional & Other Places,Business Center
1118,Article One Partners,37.447563,-122.165388,Professional & Other Places,Coworking Space
1119,QB HQ,37.44600673,-122.167162,Professional & Other Places,Office
1120,Adogy,37.447102,-122.16408600000001,Professional & Other Places,Office
1121,"Olark by Habla, Inc.",37.446921,-122.165615,Professional & Other Places,Office
1122,Riverwood Capital Management,37.452795,-122.165599,Professional & Other Places,Office
1123,Social + Capital Partnership,37.446097488719296,-122.16716880098078,Professional & Other Places,Office
1124,College Pulse,37.446703,-122.166682,Professional & Other Places,Office
1125,TigerText,37.44733515432638,-122.162633461327,Professional & Other Places,Tech Startup
1126,Willow Garage,37.45233793637939,-122.16617045266601,Professional & Other Places,Tech Startup
1127,Kounta,37.451923,-122.166249,Professional & Other Places,Business Center
1128,The Edward Goodstein Foundation,37.44712375104121,-122.16386975835293,Professional & Other Places,Coworking Space
1129,Fuse Capital,37.447061,-122.162857,Professional & Other Places,Office
1130,Rocket Works,37.448858,-122.169932,Professional & Other Places,Distillery
1131,Dr Peter Cassini MD,37.44688648694665,-122.16367572164296,Professional & Other Places,Doctor's Office
1132,Frazier Healthcare Ventures,37.45266144903858,-122.16587663179577,Professional & Other Places,Office
1133,Moxsie HQ,37.446156,-122.167196,Professional & Other Places,Tech Startup
1134,respondly,37.45245,-122.166955,Professional & Other Places,Office
1135,wikiHow,37.446378,-122.16580900000001,Professional & Other Places,Office
1136,Orogamis,37.447222,-122.16399299999999,Professional & Other Places,Advertising Agency
1137,Criteo - Palo Alto 3,37.447252,-122.1627,Professional & Other Places,Building
1138,circle chic,37.44886419141106,-122.16456828761117,Professional & Other Places,Tech Startup
1139,Old Republic Title Co,37.447793,-122.162222,Professional & Other Places,Office
1140,Blackbox,37.448077000000005,-122.16255,Professional & Other Places,Tech Startup
1141,UBS Financial Services,37.45169059034235,-122.16732931289135,Professional & Other Places,Office
1142,Runnable HQ,37.44685916938729,-122.16506169046495,Professional & Other Places,Tech Startup
1143,KickStart Career,37.44884,-122.16261,Professional & Other Places,Professional & Other Places
1144,Bootup Ventures,37.452332,-122.166426,Professional & Other Places,Tech Startup
1145,Sheppard Mullin,37.447793,-122.162222,Professional & Other Places,Office
1146,Dr. Faris,37.44609451293945,-122.16608428955078,Professional & Other Places,Dentist's Office
1147,Townsend and Townsend and Crew,37.447793,-122.162222,Professional & Other Places,Office
1148,Luna Physical Therapy,37.4521,-122.16608,Professional & Other Places,Physical Therapist
1149,Mia (Mia Palo Alto),37.450671,-122.16158899999999,Residence,Residential Building (Apartment / Condo)
1150,Hawthorne Gardens,37.44774,-122.166235,Residence,Residential Building (Apartment / Condo)
1151,Park Towers,37.450207142661455,-122.16727920343796,Residence,Residential Building (Apartment / Condo)
1152,Emerson Gardens,37.44802,-122.167521,Residence,Residential Building (Apartment / Condo)
1153,Roble Vista Apartments,37.448238,-122.16716399999999,Residence,Residential Building (Apartment / Condo)
1154,Needle Haus,37.451067,-122.164385,Residence,Assisted Living
1155,Avast Byt Palo Alto,37.44785491118472,-122.1653943203253,Residence,Residential Building (Apartment / Condo)
1156,Morgan Manor,37.449999414256986,-122.16136388592045,Residence,Residential Building (Apartment / Condo)
